id,price
0,974.3267073578508
1,6714.73507832777
2,743.4145651139578
3,1725.4301907350314
4,974.7571993536894
5,743.3530908421225
6,2725.6367726747703
7,13719.356483048494
8,7306.066811224814
9,5873.98095180665
10,1010.989362740377
11,371.3666377706704
12,904.499926575674
13,5329.607506374746
14,1948.723343563169
15,3054.2524153244567
16,663.0534597914514
17,3435.7276415843103
18,1170.8905292045704
19,760.9463490078688
20,1627.1455649987195
21,472.2648799507575
22,2584.1500948973976
23,491.91574212910757
24,5410.833113809919
25,535.4677324871338
26,3269.0256556054433
27,872.8577570154649
28,1489.5842593967438
29,830.8878016583275
30,997.777455141225
31,3556.313079438914
32,571.246996014573
33,7231.685655071125
34,654.1679781471267
35,2531.6988238997587
36,3498.2313661899593
37,4600.9023311341025
38,1964.6417714119073
39,2583.646199456716
40,1149.342533986284
41,1434.3048528609454
42,11023.59650938915
43,950.3036084720152
44,3630.983697883733
45,5557.936573088173
46,10301.912656673387
47,763.6978837763786
48,4573.218637209969
49,3932.016344190331
50,906.8561181073328
51,3902.474156801211
52,1029.6888996817722
53,1967.3971286466424
54,1253.2898437384727
55,528.3719971577476
56,652.3195881332672
57,843.4701742908518
58,1958.5793253147428
59,3003.9121514956264
60,1938.781259880962
61,857.3214740103862
62,4046.6651345408177
63,672.9052468242908
64,1115.1958734300654
65,3499.6904524164825
66,1938.449294560921
67,478.7558319953988
68,534.0393886028277
69,11693.614625915481
70,5538.37094059207
71,2833.503325657141
72,735.2928791041691
73,4660.523188742675
74,1792.1339321205703
75,4180.799657702334
76,3813.6919360968895
77,9295.704463634058
78,1704.036919250797
79,4072.212869609588
80,2691.7086696586393
81,6200.5977835902895
82,1943.002680073165
83,3329.588158169487
84,15828.697651111654
85,2580.660795983721
86,10700.127758049975
87,1380.8347874576925
88,4580.874894451786
89,930.5436794735249
90,5679.654920540392
91,596.4480411141185
92,1613.1771863690744
93,3652.321504771493
94,15068.082441678604
95,2450.6213841625063
96,6571.849335001884
97,1347.521539771473
98,565.2614646170389
99,827.2753267540961
100,10346.230000412488
101,11830.784213407886
102,892.2161220654242
103,7610.901913864919
104,17270.448623027743
105,5123.412197458641
106,3335.2729775339344
107,6428.699737665077
108,782.9493827027727
109,10365.65168985696
110,3317.343433728696
111,569.8288357824526
112,1028.6673649995503
113,2214.1749441775837
114,4756.759935256964
115,871.6812355518433
116,10340.707093647465
117,6230.856844153148
118,4289.34955630151
119,13853.85797499249
120,1869.467174426335
121,762.4652139443978
122,3927.919405115461
123,739.3775607468604
124,576.1370464985499
125,2524.261363299308
126,672.490142508298
127,5240.736504830428
128,541.2266134368523
129,9553.309628373947
130,989.4810923467596
131,763.0346168813263
132,526.782323532945
133,7582.621106438749
134,1482.7776453370104
135,4736.899554471186
136,606.2969794369877
137,1070.3900580672903
138,5885.550767998012
139,6121.141906576536
140,6361.546950941369
141,6786.854122323523
142,3360.5465400238068
143,4537.655370551671
144,897.4315296962219
145,760.377484965128
146,13723.637246242915
147,8202.90704178678
148,14578.353568756133
149,1572.2884258114057
150,745.4036459319342
151,4994.0503657239615
152,5518.4689542466085
153,3950.390724226506
154,10596.004998832606
155,1731.5920434451266
156,4252.014627987678
157,719.4739265202487
158,7137.049749038549
159,4320.3750185309
160,1474.4882149819634
161,1641.9384436953405
162,501.05567042987207
163,466.45712449821986
164,4890.524325891936
165,536.5847261434529
166,13763.363899934973
167,11851.28009482542
168,3960.88189486045
169,1726.202065986545
170,4364.328034738959
171,1039.9356827668807
172,864.6122276805734
173,2080.0253787387564
174,893.6571961502068
175,8202.372566069804
176,1432.0700137363822
177,618.973857597689
178,575.3325912074199
179,2085.333488283752
180,4958.223254791137
181,6238.685468816546
182,16010.875908632965
183,698.7030536280812
184,6736.402196426729
185,7486.788114038261
186,1352.24470308949
187,1739.4910245495107
188,619.7084835496427
189,4933.908860003664
190,5861.230348363417
191,2061.103282423448
192,3088.6828808287664
193,3162.9734387469384
194,1637.9919832123267
195,7298.718825908924
196,794.3960220873048
197,557.9279405740593
198,7265.4289141092895
199,4618.29174898256
200,916.2316743884444
201,13271.67081004084
202,16272.456728915378
203,1799.2159314186533
204,8265.231352795601
205,3167.947512440212
206,817.8383016959738
207,917.2498564842745
208,3600.0556118885193
209,6437.7660512969605
210,7623.017423626421
211,11238.74809097392
212,7874.557399742896
213,15601.938799764746
214,1133.0846364576041
215,2004.4326187789688
216,4231.3654990022305
217,4334.649546249788
218,3220.952568488196
219,8002.7810201774
220,466.04939666394944
221,1853.600007276904
222,4923.835039000066
223,4317.366320800078
224,5758.770679194456
225,705.7826983639628
226,6160.411325624826
227,4926.904401065548
228,382.8023304395713
229,3385.078295425292
230,3872.727294525814
231,888.0855274793943
232,2898.90116405036
233,801.9710383572548
234,7124.332202676901
235,4173.575987140501
236,14233.381059454143
237,14021.735990110337
238,1341.1653483423665
239,2221.183735293714
240,1313.9922144420575
241,1058.2463592605798
242,8359.00558664604
243,7755.343639786206
244,578.7600810609011
245,2380.456693450553
246,2597.5907759895968
247,6812.957416972008
248,3793.084198521339
249,591.8070392805065
250,1913.8140731983385
251,10237.05858156227
252,1714.8058678234775
253,4880.576696704936
254,2377.528888560394
255,6540.045346246009
256,8325.69821025999
257,3925.7839831771253
258,669.6140525751185
259,8709.985565271705
260,3636.3475772938746
261,6107.20614765237
262,5407.846015609673
263,3613.873972116424
264,581.8784979489155
265,12483.778689119576
266,706.9298498076248
267,9104.282997940956
268,3645.3761027399355
269,1029.2678936074221
270,4692.966274870951
271,483.9351296779248
272,2371.757473687626
273,2106.7521047639098
274,3093.9597257503838
275,1386.170788588555
276,2397.58620031714
277,2072.614546129692
278,2326.885101474396
279,4138.9119751160015
280,840.953224281025
281,2598.1030243461178
282,910.581512548232
283,6698.696337458685
284,7034.019184299933
285,7859.384839721994
286,1106.6299913266282
287,4967.302049928007
288,1813.4439296353933
289,1155.434077489213
290,886.0232374607208
291,1804.8121274939936
292,456.9741411787732
293,2205.0489374911044
294,2729.1198333642365
295,10730.646544562958
296,1194.2000831093005
297,11481.825301513238
298,1692.0122229208184
299,2141.964820274022
300,1020.5039158371941
301,3820.5854661216054
302,747.5745291269984
303,910.6454730068533
304,853.5376904782793
305,11873.159998210891
306,3497.047833127218
307,991.1635873853102
308,5948.943848421135
309,3941.754844829249
310,6806.389943505292
311,891.8428405163768
312,1226.5127604588558
313,13925.865578184375
314,994.278428362531
315,9605.502021477108
316,2966.372212154502
317,1370.401191896189
318,806.6623472694939
319,11460.572057467989
320,1306.3600959095875
321,902.98734922865
322,8285.108065198041
323,8050.5620934117505
324,526.2382004862369
325,12290.786451232407
326,10438.57668089039
327,957.5090057021301
328,8819.270867780557
329,3056.883370783253
330,803.5205973544139
331,4297.015903468332
332,441.4166173047541
333,4192.290813016224
334,669.9301774198999
335,1172.6775181457754
336,15569.630121515098
337,12016.31316901339
338,730.0221418367313
339,601.8422878700324
340,963.4329061953321
341,736.4758995239833
342,599.4932902825713
343,2899.103835367312
344,698.6663760086453
345,5733.886634396147
346,5706.255081657341
347,831.2763181612319
348,2627.722876324629
349,7507.099990477841
350,1767.6992068163574
351,7239.698542942779
352,8916.0633038774
353,631.4640540601696
354,1532.5485377629318
355,1072.620332816309
356,729.3164036400609
357,2168.566601671916
358,2803.8953964451484
359,4138.530304377931
360,2954.2395663360444
361,10058.883518066845
362,467.5552778986815
363,5069.848188088335
